label,text,clean_text,clean_text_tok
0.0,I cry every time I think of my sister.,cry every time think sister,"['cry', 'every', 'time', 'think', 'sister']"
0.0,ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death,ive feeling weepy sensitive today time roll towards anniversary father death,"['ive', 'feeling', 'weepy', 'sensitive', 'today', 'time', 'roll', 'towards', 'anniversary', 'father', 'death']"
0.0,i should feel awful about the nonexistence of gods,feel awful nonexistence god,"['feel', 'awful', 'nonexistence', 'god']"
0.0,im feeling low and forgotten,im feel low forgotten,"['im', 'feel', 'low', 'forgotten']"
0.0,i dont think he touched my penis but i just remember feeling very helpless and that trust was violated,dont think touch penis remember feeling helpless trust violate,"['dont', 'think', 'touch', 'penis', 'remember', 'feeling', 'helpless', 'trust', 'violate']"
0.0,i can drop people who are using me no problem and i can certainly assert myself with the children but asking nik to leave early on an easy day just because im feeling weepy and want a hug,drop people use problem certainly assert child ask nik leave early easy day im feel weepy want hug,"['drop', 'people', 'use', 'problem', 'certainly', 'assert', 'child', 'ask', 'nik', 'leave', 'early', 'easy', 'day', 'im', 'feel', 'weepy', 'want', 'hug']"
0.0,i feel embarrassed if anyone were to stop by and see the state of my house enough that i wish i could pretend we werent even home when someone does stop by,feel embarrass anyone stop see state house enough wish could pretend werent even home someone stop,"['feel', 'embarrass', 'anyone', 'stop', 'see', 'state', 'house', 'enough', 'wish', 'could', 'pretend', 'werent', 'even', 'home', 'someone', 'stop']"
0.0,i am feeling generally morose and didnt stop for my jamba juice today so i am going for a frappucino later,feel generally morose didnt stop jamba juice today go frappucino later,"['feel', 'generally', 'morose', 'didnt', 'stop', 'jamba', 'juice', 'today', 'go', 'frappucino', 'later']"
0.0,ive been feeling a little stupid because i dont know how,ive feeling little stupid dont know,"['ive', 'feeling', 'little', 'stupid', 'dont', 'know']"
0.0,i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,soo quiet mixture sleep well feel bit isolated big group,"['soo', 'quiet', 'mixture', 'sleep', 'well', 'feel', 'bit', 'isolated', 'big', 'group']"
0.0,I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.,watch tv show couple get married sweet make cry,"['watch', 'tv', 'show', 'couple', 'get', 'married', 'sweet', 'make', 'cry']"
0.0,My cat died.,cat die,"['cat', 'die']"
0.0,i found myself feeling fairly ignored sort of taken for granted you know,find feel fairly ignore sort take grant know,"['find', 'feel', 'fairly', 'ignore', 'sort', 'take', 'grant', 'know']"
0.0,i always seem to feel im running on empty,always seem feel im run empty,"['always', 'seem', 'feel', 'im', 'run', 'empty']"
0.0,i really feel devastated seeing him witness these things around him,really feel devastated see witness thing around,"['really', 'feel', 'devastated', 'see', 'witness', 'thing', 'around']"
0.0,I was feeling down after hearing that my friend's dog passed away. He was such a great dog to everybody.,feel hear friend dog pass away great dog everybody,"['feel', 'hear', 'friend', 'dog', 'pass', 'away', 'great', 'dog', 'everybody']"
0.0,i feel it when i get hurt on little things,feel get hurt little thing,"['feel', 'get', 'hurt', 'little', 'thing']"
0.0,i feel stupid the pointlessness of the cu,feel stupid pointlessness cu,"['feel', 'stupid', 'pointlessness', 'cu']"
0.0,i do feel alittle submissive it isnt the same,feel alittle submissive isnt,"['feel', 'alittle', 'submissive', 'isnt']"
0.0,Im sorry.,im sorry,"['im', 'sorry']"
0.0,i feel stressed always,feel stress always,"['feel', 'stress', 'always']"
0.0,i will not consider homeschooling unless i feel we have exhausted every other option if i homeschool it will be temporary and my children will participate in non homeschooling activities as much as possible,consider homeschooling unless feel exhaust every option homeschool temporary child participate non homeschooling activity much possible,"['consider', 'homeschooling', 'unless', 'feel', 'exhaust', 'every', 'option', 'homeschool', 'temporary', 'child', 'participate', 'non', 'homeschooling', 'activity', 'much', 'possible']"
0.0,i feel you re in for an unpleasant surprise,feel unpleasant surprise,"['feel', 'unpleasant', 'surprise']"
0.0,i think its just a subconscious acknowledgement about my feelings towards eddie eg ignored,think subconscious acknowledgement feeling towards eddie eg ignore,"['think', 'subconscious', 'acknowledgement', 'feeling', 'towards', 'eddie', 'eg', 'ignore']"
0.0,im sinking back into feeling rejected and also wondering what i could have done differently,im sink back feel reject also wonder could do differently,"['im', 'sink', 'back', 'feel', 'reject', 'also', 'wonder', 'could', 'do', 'differently']"
0.0,i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the curtains firmly closed on what was the warmest sunniest day of the year so far,hop get weekend attempt feel utterly isolate inside ambleside curtain firmly close warm sunny day year far,"['hop', 'get', 'weekend', 'attempt', 'feel', 'utterly', 'isolate', 'inside', 'ambleside', 'curtain', 'firmly', 'close', 'warm', 'sunny', 'day', 'year', 'far']"
0.0,A few years ago my dog got into rat poison and died.,year ago dog get rat poison die,"['year', 'ago', 'dog', 'get', 'rat', 'poison', 'die']"
0.0,i already went out of my way to be as considerate as possible to others but now i feel like i am being abused,already go way considerate possible others feel like abuse,"['already', 'go', 'way', 'considerate', 'possible', 'others', 'feel', 'like', 'abuse']"
0.0,i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,aware point view white european undertaken trip fulfillment childhood dream maybe awareness able feel tragic dawn marlowe experience humanitys ruthless rapacity greed,"['aware', 'point', 'view', 'white', 'european', 'undertaken', 'trip', 'fulfillment', 'childhood', 'dream', 'maybe', 'awareness', 'able', 'feel', 'tragic', 'dawn', 'marlowe', 'experience', 'humanitys', 'ruthless', 'rapacity', 'greed']"
0.0,i didnt feel too needy i didnt feel too emotional,didnt feel needy didnt feel emotional,"['didnt', 'feel', 'needy', 'didnt', 'feel', 'emotional']"
0.0,i wont face these obstacles and feel like a stressed out mess or worse a mommy failure,wont face obstacle feel like stressed mess bad mommy failure,"['wont', 'face', 'obstacle', 'feel', 'like', 'stressed', 'mess', 'bad', 'mommy', 'failure']"
0.0,i got a feeling like something tragic is going to happen and im praying to god im not like kristie and that im completely wrong on this one and that everything is fine,get feel like something tragic go happen im pray god im like kristie im completely wrong one everything fine,"['get', 'feel', 'like', 'something', 'tragic', 'go', 'happen', 'im', 'pray', 'god', 'im', 'like', 'kristie', 'im', 'completely', 'wrong', 'one', 'everything', 'fine']"
0.0,ive been feeling myself with a fake sense of purpose,ive feel fake sense purpose,"['ive', 'feel', 'fake', 'sense', 'purpose']"
0.0,"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",take year find one man wan na spend life wait another year baby stupid,"['take', 'year', 'find', 'one', 'man', 'wan', 'na', 'spend', 'life', 'wait', 'another', 'year', 'baby', 'stupid']"
0.0,i believe a lot of girls feel this way especially when they are feeling really low about themselves,believe lot girl feel way especially feel really low,"['believe', 'lot', 'girl', 'feel', 'way', 'especially', 'feel', 'really', 'low']"
0.0,i feel pain or aching in can stop,feel pain ache stop,"['feel', 'pain', 'ache', 'stop']"
0.0,i feel i should be at and the pay is too low to maintain life in the city,feel pay low maintain life city,"['feel', 'pay', 'low', 'maintain', 'life', 'city']"
0.0,i feel when ever i listen to the msm main stream media deprived,feel ever listen msm main stream medium deprive,"['feel', 'ever', 'listen', 'msm', 'main', 'stream', 'medium', 'deprive']"
0.0,i know that i am even more unworthy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,know even unworthy facilitate child feel truly anguished interference work stunt damage destroyed promise instill spirit,"['know', 'even', 'unworthy', 'facilitate', 'child', 'feel', 'truly', 'anguished', 'interference', 'work', 'stunt', 'damage', 'destroyed', 'promise', 'instill', 'spirit']"
0.0,i disinterested but when i do read it i leave off feeling inadequate,disinterested read leave feel inadequate,"['disinterested', 'read', 'leave', 'feel', 'inadequate']"
0.0,i feel burdened and guilted by the weight of a decision gone bad,feel burden guilted weight decision go bad,"['feel', 'burden', 'guilted', 'weight', 'decision', 'go', 'bad']"
0.0,i need when i feel beaten down,need feel beat,"['need', 'feel', 'beat']"
0.0,i feel these people are utterly useless in my view,feel people utterly useless view,"['feel', 'people', 'utterly', 'useless', 'view']"
0.0,i am afraid that once again i will feel hopeless and lose all of the peace that i gained after my last episode,afraid feel hopeless lose peace gain last episode,"['afraid', 'feel', 'hopeless', 'lose', 'peace', 'gain', 'last', 'episode']"
0.0,i feel horrible or even depressed that i try to fake myself out with positivity,feel horrible even depress try fake positivity,"['feel', 'horrible', 'even', 'depress', 'try', 'fake', 'positivity']"
0.0,i feel a bit less burdened with things hanging over my head,feel bit less burdened thing hang head,"['feel', 'bit', 'less', 'burdened', 'thing', 'hang', 'head']"
0.0,i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more,happy past two month give much feel ungrateful admit think need,"['happy', 'past', 'two', 'month', 'give', 'much', 'feel', 'ungrateful', 'admit', 'think', 'need']"
0.0,im feeling pretty guilty for not even being in the library whilst writing this so imma get my stuff together and dramatically exclaim,im feel pretty guilty even library whilst write imma get stuff together dramatically exclaim,"['im', 'feel', 'pretty', 'guilty', 'even', 'library', 'whilst', 'write', 'imma', 'get', 'stuff', 'together', 'dramatically', 'exclaim']"
0.0,im feeling somewhat verbally lame as i listen for the eighth time to suzanne vegas nine objects of desire,im feel somewhat verbally lame listen eighth time suzanne vega nine object desire,"['im', 'feel', 'somewhat', 'verbally', 'lame', 'listen', 'eighth', 'time', 'suzanne', 'vega', 'nine', 'object', 'desire']"
0.0,i left for work feeling still unpleasant and cheered up a mite bit once i got there,left work feeling still unpleasant cheer mite bit get,"['left', 'work', 'feeling', 'still', 'unpleasant', 'cheer', 'mite', 'bit', 'get']"
0.0,i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace,feel would ungrateful god undutiful church use poor effort side truth peace,"['feel', 'would', 'ungrateful', 'god', 'undutiful', 'church', 'use', 'poor', 'effort', 'side', 'truth', 'peace']"
0.0,i was going to feel worthless around skinny people while i m humungous,go feel worthless around skinny people humungous,"['go', 'feel', 'worthless', 'around', 'skinny', 'people', 'humungous']"
0.0,i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,enter depression feel helpless hopeless adrift betray disillusion wondering could trust,"['enter', 'depression', 'feel', 'helpless', 'hopeless', 'adrift', 'betray', 'disillusion', 'wondering', 'could', 'trust']"
0.0,i remember laying in the bath feeling really emotional knowing that i was going to bring my baby into the world on the day that miss cook was laid to rest,remember lay bath feel really emotional knowing go bring baby world day miss cook lay rest,"['remember', 'lay', 'bath', 'feel', 'really', 'emotional', 'knowing', 'go', 'bring', 'baby', 'world', 'day', 'miss', 'cook', 'lay', 'rest']"
0.0,One of my good friends moved a few states away.,one good friend move state away,"['one', 'good', 'friend', 'move', 'state', 'away']"
0.0,im not a huge fan but one of my best friends in high school loved her and so many of brittneys songs remind me of a time i actually had friends so i listen to not feel so alone,im huge fan one best friend high school love many brittneys song remind time actually friends listen feel alone,"['im', 'huge', 'fan', 'one', 'best', 'friend', 'high', 'school', 'love', 'many', 'brittneys', 'song', 'remind', 'time', 'actually', 'friends', 'listen', 'feel', 'alone']"
0.0,i wanted to write and feel purged of those repressed feelings,want write feel purge repress feeling,"['want', 'write', 'feel', 'purge', 'repress', 'feeling']"
0.0,i feel this urge to update because i resigned from my hour job making coffee for people a day by myself,feel urge update resign hour job make coffee people day,"['feel', 'urge', 'update', 'resign', 'hour', 'job', 'make', 'coffee', 'people', 'day']"
0.0,ive made it through a week i just feel beaten down,ive make week feel beaten,"['ive', 'make', 'week', 'feel', 'beaten']"
0.0,i feel like i am so pathetic selfish and unbelievably lazy i want to find a new job as the old one is just annoying me so much i can not describe that,feel like pathetic selfish unbelievably lazy want find new job old one annoy much describe,"['feel', 'like', 'pathetic', 'selfish', 'unbelievably', 'lazy', 'want', 'find', 'new', 'job', 'old', 'one', 'annoy', 'much', 'describe']"
0.0,i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,realize ignore well heartbreaking feel helpless,"['realize', 'ignore', 'well', 'heartbreaking', 'feel', 'helpless']"
0.0,i have no planning at all and im feeling really bad about this,plan im feel really bad,"['plan', 'im', 'feel', 'really', 'bad']"
0.0,i feel as if it only engrains these prejudiced ideas more,feel engrains prejudice idea,"['feel', 'engrains', 'prejudice', 'idea']"
0.0,i had moved to my own little flat in london and i was struggling to look after myself which made me feel really useless,move little flat london struggle look make feel really useless,"['move', 'little', 'flat', 'london', 'struggle', 'look', 'make', 'feel', 'really', 'useless']"
0.0,no one came to my birthday,one come birthday,"['one', 'come', 'birthday']"
0.0,i feel melancholy always the period plus just dont feel like myself,feel melancholy always period plus dont feel like,"['feel', 'melancholy', 'always', 'period', 'plus', 'dont', 'feel', 'like']"
0.0,i can feel the strokes getting harder and faster as i try in vain to find that release,feel stroke get harder faster try vain find release,"['feel', 'stroke', 'get', 'harder', 'faster', 'try', 'vain', 'find', 'release']"
0.0,i stand here i feel empty a class post count link href http mooshilu,stand feel empty class post count link href http mooshilu,"['stand', 'feel', 'empty', 'class', 'post', 'count', 'link', 'href', 'http', 'mooshilu']"
0.0,i don t feel hopeless or depressed,feel hopeless depress,"['feel', 'hopeless', 'depress']"
0.0,i feeling i should do fill in the blank,feel fill blank,"['feel', 'fill', 'blank']"
0.0,Aw! Does that mean the,aw mean,"['aw', 'mean']"
0.0,i feel highly burdened and incapacitated by my stupid flaring legs,feel highly burden incapacitate stupid flaring leg,"['feel', 'highly', 'burden', 'incapacitate', 'stupid', 'flaring', 'leg']"
0.0,i dont like poetry too much because i feel its for whiney dramatic people,dont like poetry much feel whiney dramatic people,"['dont', 'like', 'poetry', 'much', 'feel', 'whiney', 'dramatic', 'people']"
0.0,i mentioned in my last post i was still feeling completely exhausted on the weekend,mention last post still feel completely exhaust weekend,"['mention', 'last', 'post', 'still', 'feel', 'completely', 'exhaust', 'weekend']"
0.0,im so happy that he loves my husband and feels that he doesnt need to worry about this troubled girl anymore,im happy love husband feel doesnt need worry trouble girl anymore,"['im', 'happy', 'love', 'husband', 'feel', 'doesnt', 'need', 'worry', 'trouble', 'girl', 'anymore']"
0.0,i feel it aching in my chest,feel ache chest,"['feel', 'ache', 'chest']"
0.0,i was to her in fact so i m taking that as she feels regretful for what she has done,fact take feel regretful do,"['fact', 'take', 'feel', 'regretful', 'do']"
0.0,i feel like i have been beaten up and looking back on my week i can see why,feel like beaten look back week see,"['feel', 'like', 'beaten', 'look', 'back', 'week', 'see']"
0.0,i managed km in one go once feeling really exhausted afterwards but i survived,manage km one go feeling really exhaust afterwards survive,"['manage', 'km', 'one', 'go', 'feeling', 'really', 'exhaust', 'afterwards', 'survive']"
0.0,i am feeling all melancholy,feel melancholy,"['feel', 'melancholy']"
0.0,i guess since im feeling a bit less shitty have a random picture,guess since im feel bit less shitty random picture,"['guess', 'since', 'im', 'feel', 'bit', 'less', 'shitty', 'random', 'picture']"
0.0,I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!,sorry sorry sorry sorry,"['sorry', 'sorry', 'sorry', 'sorry']"
0.0,i didnt feel terrible about slowing them down,didnt feel terrible slowing,"['didnt', 'feel', 'terrible', 'slowing']"
0.0,i feel so useless and idle,feel useless idle,"['feel', 'useless', 'idle']"
0.0,i passed out last night at the late hour of and am still feeling a bit groggy this morning,pass last night late hour still feel bit groggy morning,"['pass', 'last', 'night', 'late', 'hour', 'still', 'feel', 'bit', 'groggy', 'morning']"
0.0,lost my girlfriend,lose girlfriend,"['lose', 'girlfriend']"
0.0,i feel like i have been emotionally beaten to a pulp,feel like emotionally beat pulp,"['feel', 'like', 'emotionally', 'beat', 'pulp']"
0.0,i sent her was pretty long and now i feel a little embarrassed looking back at the letter i gave her,sent pretty long feel little embarrassed look back letter give,"['sent', 'pretty', 'long', 'feel', 'little', 'embarrassed', 'look', 'back', 'letter', 'give']"
0.0,i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,stumble quote quote urge really feel meant away hat day job dedicate effort matter,"['stumble', 'quote', 'quote', 'urge', 'really', 'feel', 'meant', 'away', 'hat', 'day', 'job', 'dedicate', 'effort', 'matter']"
0.0,i am feeling lighter and less inhibited every single day,feel light less inhibited every single day,"['feel', 'light', 'less', 'inhibited', 'every', 'single', 'day']"
0.0,ive avoided thinking about it because i feel hurt just thinking it,ive avoid think feel hurt think,"['ive', 'avoid', 'think', 'feel', 'hurt', 'think']"
0.0,i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,feel eye touch word eye know assuredly return love know shall vain,"['feel', 'eye', 'touch', 'word', 'eye', 'know', 'assuredly', 'return', 'love', 'know', 'shall', 'vain']"
0.0,i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,actively seek god heart feel lethargic directionless slow come see god even think god see,"['actively', 'seek', 'god', 'heart', 'feel', 'lethargic', 'directionless', 'slow', 'come', 'see', 'god', 'even', 'think', 'god', 'see']"
0.0,Last week my mother passed away. I am so devasted,last week mother pass away devasted,"['last', 'week', 'mother', 'pass', 'away', 'devasted']"
0.0,i feel inadequate in those moments as a momma,feel inadequate moment momma,"['feel', 'inadequate', 'moment', 'momma']"
0.0,We had a trip planned to the beach today but sadly it was storming all day and had to cancel,trip plan beach today sadly storm day cancel,"['trip', 'plan', 'beach', 'today', 'sadly', 'storm', 'day', 'cancel']"
0.0,i find is that these things are effecting loved ones who i love dearly so i feel so so helpless so what is the remedy for the hard times,find thing effect loved one love dearly feel helpless remedy hard time,"['find', 'thing', 'effect', 'loved', 'one', 'love', 'dearly', 'feel', 'helpless', 'remedy', 'hard', 'time']"
0.0,i feel like ive missed the boat,feel like ive miss boat,"['feel', 'like', 'ive', 'miss', 'boat']"
0.0,im starting to feel a bit jaded,im start feel bit jade,"['im', 'start', 'feel', 'bit', 'jade']"
0.0,i don t feel so exhausted all the time,feel exhausted time,"['feel', 'exhausted', 'time']"
0.0,i love some of it the media coverage but sometime i feel they put an ugly picture,love medium coverage sometime feel put ugly picture,"['love', 'medium', 'coverage', 'sometime', 'feel', 'put', 'ugly', 'picture']"
0.0,i was still having some contractions but i was feeling slightly defeated,still contraction feel slightly defeat,"['still', 'contraction', 'feel', 'slightly', 'defeat']"
0.0,i am feeling sorry for myself because someone made fun of my outfit,feel sorry someone make fun outfit,"['feel', 'sorry', 'someone', 'make', 'fun', 'outfit']"
0.0,i am the one feeling punished,one feeling punish,"['one', 'feeling', 'punish']"
0.0,i feel so horrendously ugly these days,feel horrendously ugly day,"['feel', 'horrendously', 'ugly', 'day']"
0.0,i im feeling rot im feeling rotten today i guess i forgot i am shot im not o,im feel rot im feel rotten today guess forget shot im,"['im', 'feel', 'rot', 'im', 'feel', 'rotten', 'today', 'guess', 'forget', 'shot', 'im']"
0.0,i feel burdened both figuratively and literally,feel burden figuratively literally,"['feel', 'burden', 'figuratively', 'literally']"
0.0,My dog of 10 years recently passed away. I felt so down.,dog year recently pass away felt,"['dog', 'year', 'recently', 'pass', 'away', 'felt']"
0.0,i do feel a bit deprived of a typical experience,feel bit deprived typical experience,"['feel', 'bit', 'deprived', 'typical', 'experience']"
0.0,i can easily wind up feeling inadequate as i look at all of the beautiful pictures and see what it seems like everyone else is doing and thinking,easily wind feel inadequate look beautiful picture see seem like everyone else think,"['easily', 'wind', 'feel', 'inadequate', 'look', 'beautiful', 'picture', 'see', 'seem', 'like', 'everyone', 'else', 'think']"
0.0,i accepted his apology because i feel like he s remorseful for how he treated me,accepted apology feel like remorseful treat,"['accepted', 'apology', 'feel', 'like', 'remorseful', 'treat']"
0.0,i wrote last year when i was feeling more dull and inarticulate than normal,write last year feel dull inarticulate normal,"['write', 'last', 'year', 'feel', 'dull', 'inarticulate', 'normal']"
0.0,i do something and i feel completely stupid when someone points out the very obvious solution,something feel completely stupid someone point obvious solution,"['something', 'feel', 'completely', 'stupid', 'someone', 'point', 'obvious', 'solution']"
0.0,ill just say it i feel horrible about my body,ill say feel horrible body,"['ill', 'say', 'feel', 'horrible', 'body']"
0.0,i was still feeling crappy but hoped it was just due to the flight and stuff so we cleaned ourselves up and i put on my sassy city girl outfit which was my perfect city dress with city walking shoes,still feel crappy hop due flight stuff clean put sassy city girl outfit perfect city dress city walking shoe,"['still', 'feel', 'crappy', 'hop', 'due', 'flight', 'stuff', 'clean', 'put', 'sassy', 'city', 'girl', 'outfit', 'perfect', 'city', 'dress', 'city', 'walking', 'shoe']"
0.0,"All right, all right, you're right",right right right,"['right', 'right', 'right']"
0.0,i have this kind of life so my girlfriend would feel very lonely for sure,kind life girlfriend would feel lonely sure,"['kind', 'life', 'girlfriend', 'would', 'feel', 'lonely', 'sure']"
0.0,i still very much feel submissive,still much feel submissive,"['still', 'much', 'feel', 'submissive']"
0.0,All of the good shows are ending. It really ruins tv for me.,good show end really ruin tv,"['good', 'show', 'end', 'really', 'ruin', 'tv']"
0.0,i feel bad that i don t have anything for you,feel bad anything,"['feel', 'bad', 'anything']"
0.0,"Shes avoiding me, she doesnt want to tell me where my Father is.",shes avoid doesnt want tell father,"['shes', 'avoid', 'doesnt', 'want', 'tell', 'father']"
0.0,im not the only person in the world to feel miserable from time to time,im person world feel miserable time time,"['im', 'person', 'world', 'feel', 'miserable', 'time', 'time']"
0.0,"By the way, he dumped me tonight after he read my review.",way dump tonight read review,"['way', 'dump', 'tonight', 'read', 'review']"
0.0,i feel like at times i am lauren for trying to help my friend see that her boyfriend is a lousy guy yes they might be best friends and never let that go but they re both not good for each other,feel like time lauren try help friend see boyfriend lousy guy yes might best friend never let go good,"['feel', 'like', 'time', 'lauren', 'try', 'help', 'friend', 'see', 'boyfriend', 'lousy', 'guy', 'yes', 'might', 'best', 'friend', 'never', 'let', 'go', 'good']"
0.0,i feel hopeless and alone and i eat to soothe myself,feel hopeless alone eat soothe,"['feel', 'hopeless', 'alone', 'eat', 'soothe']"
0.0,i open my eyes in the morning my heart feels empty,open eye morning heart feel empty,"['open', 'eye', 'morning', 'heart', 'feel', 'empty']"
0.0,i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,reconciled life go marriage feel terrible one affair,"['reconciled', 'life', 'go', 'marriage', 'feel', 'terrible', 'one', 'affair']"
0.0,i still miss him and feel rather weepy today,still miss feel rather weepy today,"['still', 'miss', 'feel', 'rather', 'weepy', 'today']"
0.0,i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,find site huge help keep moment im feeling stress miss drinking,"['find', 'site', 'huge', 'help', 'keep', 'moment', 'im', 'feeling', 'stress', 'miss', 'drinking']"
0.0,i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,think everyones future feel alone useless wonder hell wrong feel like roommate nothing else,"['think', 'everyones', 'future', 'feel', 'alone', 'useless', 'wonder', 'hell', 'wrong', 'feel', 'like', 'roommate', 'nothing', 'else']"
0.0,i loved feeling lily move and have missed it so much,love feel lily move miss much,"['love', 'feel', 'lily', 'move', 'miss', 'much']"
0.0,i do this i feel lethargic uninspired and the next morning have a go at myself,feel lethargic uninspired next morning go,"['feel', 'lethargic', 'uninspired', 'next', 'morning', 'go']"
0.0,i cant help it because of the way i feel around my family like pairs of eyes boring into my back and just observing me all the time,cant help way feel around family like pair eye bore back observing time,"['cant', 'help', 'way', 'feel', 'around', 'family', 'like', 'pair', 'eye', 'bore', 'back', 'observing', 'time']"
0.0,i was pretty tired feeling a little homesick and not at all in the mood to mingle,pretty tired feeling little homesick mood mingle,"['pretty', 'tired', 'feeling', 'little', 'homesick', 'mood', 'mingle']"
0.0,My grandmother died several years ago. We just got her house cleaned out and had to sell it. We have so many memories from that farm. I will miss it so much.,grandmother die several year ago get house clean sell many memory farm miss much,"['grandmother', 'die', 'several', 'year', 'ago', 'get', 'house', 'clean', 'sell', 'many', 'memory', 'farm', 'miss', 'much']"
0.0,i was feeling when nick broke up with me over,feel nick broke,"['feel', 'nick', 'broke']"
0.0,i could only see and feel the poison in my veins which deprived me of the strength and the ability to feel the joy i knew held me,could see feel poison vein deprive strength ability feel joy know hold,"['could', 'see', 'feel', 'poison', 'vein', 'deprive', 'strength', 'ability', 'feel', 'joy', 'know', 'hold']"
0.0,i feel humiliated when i am forced to make decisions i do not want to make simply to please my parents,feel humiliate forced make decision want make simply please parent,"['feel', 'humiliate', 'forced', 'make', 'decision', 'want', 'make', 'simply', 'please', 'parent']"
0.0,i believe in luck and when luck is not on my side i feel beaten and sometimes upset,believe luck luck side feel beat sometimes upset,"['believe', 'luck', 'luck', 'side', 'feel', 'beat', 'sometimes', 'upset']"
0.0,i can feel my ovaries aching talking to me as i like to put it,feel ovary ache talk like put,"['feel', 'ovary', 'ache', 'talk', 'like', 'put']"
0.0,When I moved_comma_ I had to leave my dog behind that I got when my father died.,move leave dog behind get father die,"['move', 'leave', 'dog', 'behind', 'get', 'father', 'die']"
0.0,Today is the anniversary of my fathers death. He has been gone for 18 years now.,today anniversary father death go year,"['today', 'anniversary', 'father', 'death', 'go', 'year']"
0.0,i did not know was that she was of the damned and that she had had centuries to hone the very words she wielded against me with their razor edge in hindsight i cannot help but feel resigned to the fate that inevitably followed for i was helpless to withstand her,know damn century hone word wield razor edge hindsight can not help feel resigned fate inevitably follow helpless withstand,"['know', 'damn', 'century', 'hone', 'word', 'wield', 'razor', 'edge', 'hindsight', 'can', 'not', 'help', 'feel', 'resigned', 'fate', 'inevitably', 'follow', 'helpless', 'withstand']"
0.0,I lost my dog a few days ago. It was really sudden.,lose dog day ago really sudden,"['lose', 'dog', 'day', 'ago', 'really', 'sudden']"
0.0,i among other things it was one of those days when i got up feeling low,among thing one day get feeling low,"['among', 'thing', 'one', 'day', 'get', 'feeling', 'low']"
0.0,i feel a bit low,feel bit low,"['feel', 'bit', 'low']"
0.0,i can feel but i cant touch you said my love was a bit too much i wont deny it broke my heart cant find no crush so why dont you come on back home,feel cant touch say love bit much wont deny break heart cant find crush dont come back home,"['feel', 'cant', 'touch', 'say', 'love', 'bit', 'much', 'wont', 'deny', 'break', 'heart', 'cant', 'find', 'crush', 'dont', 'come', 'back', 'home']"
0.0,i feel rejected like i dont belong to the circle those circles that i realised i never was comfortable there,feel reject like dont belong circle circle realise never comfortable,"['feel', 'reject', 'like', 'dont', 'belong', 'circle', 'circle', 'realise', 'never', 'comfortable']"
0.0,i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life,try fail put much effort therefore feel get punish able see idol use watch b amp w movie make mother generation still like mesmerism style music zest life,"['try', 'fail', 'put', 'much', 'effort', 'therefore', 'feel', 'get', 'punish', 'able', 'see', 'idol', 'use', 'watch', 'b', 'amp', 'w', 'movie', 'make', 'mother', 'generation', 'still', 'like', 'mesmerism', 'style', 'music', 'zest', 'life']"
0.0,i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it i m a mess i know it s not me i still feel like myself,feel desperately unhappy miss richard handle much enough mess know still feel like,"['feel', 'desperately', 'unhappy', 'miss', 'richard', 'handle', 'much', 'enough', 'mess', 'know', 'still', 'feel', 'like']"
0.0,My pet turtle died the other day. I will miss Petey so much. We were best friends!,pet turtle die day miss petey much best friend,"['pet', 'turtle', 'die', 'day', 'miss', 'petey', 'much', 'best', 'friend']"
0.0,i am a christian and appreciate the points but i do feel it would be rejected by those who do not believe,christian appreciate point feel would reject believe,"['christian', 'appreciate', 'point', 'feel', 'would', 'reject', 'believe']"
